product_id,name,category,brand,color,description,price,stock_quantity,rating,review_count,tags
1038,PrimeCart Red Formal Shirt,Clothing,PrimeCart,Red,"PrimeCart Red Formal Shirt designed for button down, office wear, and business casual. Ideal for customers looking for reliable quality, comfort, and everyday performance.",145.99,221,3.6,1744,"button down, office wear, business casual"
1039,HomeEase Blue Formal Shirt,Clothing,HomeEase,Blue,"HomeEase Blue Formal Shirt designed for cotton blend, business casual, and button down. Ideal for customers looking for reliable quality, comfort, and everyday performance.",106.29,72,3.7,1819,"cotton blend, business casual, button down"
1040,NovaMart White Denim Jeans,Clothing,NovaMart,White,"NovaMart White Denim Jeans designed for daily wear, stretch fabric, and casual style. Ideal for customers looking for reliable quality, comfort, and everyday performance.",23.14,231,4.5,620,"daily wear, stretch fabric, casual style"
1041,MaxCore Silver Denim Jeans,Clothing,MaxCore,Silver,"MaxCore Silver Denim Jeans designed for stretch fabric, regular fit, and daily wear. Ideal for customers looking for reliable quality, comfort, and everyday performance.",33.92,37,3.6,1503,"stretch fabric, regular fit, daily wear"
1042,FitPro White Denim Jeans,Clothing,FitPro,White,"FitPro White Denim Jeans designed for daily wear, casual style, and stretch fabric. Ideal for customers looking for reliable quality, comfort, and everyday performance.",64.34,148,4.8,1674,"daily wear, casual style, stretch fabric"
1043,TechHive Blue Sports Hoodie,Clothing,TechHive,Blue,"TechHive Blue Sports Hoodie designed for front pocket, gym wear, and casual outfit. Ideal for customers looking for reliable quality, comfort, and everyday performance.",142.45,11,3.8,1370,"front pocket, gym wear, casual outfit"
1044,TechHive White Sports Hoodie,Clothing,TechHive,White,"TechHive White Sports Hoodie designed for gym wear, front pocket, and casual outfit. Ideal for customers looking for reliable quality, comfort, and everyday performance.",68.62,14,4.8,921,"gym wear, front pocket, casual outfit"
1045,StyleNest Grey Sports Hoodie,Clothing,StyleNest,Grey,"StyleNest Grey Sports Hoodie designed for warm comfort, fleece lining, and gym wear. Ideal for customers looking for reliable quality, comfort, and everyday performance.",44.99,173,3.8,1354,"warm comfort, fleece lining, gym wear"
1046,HomeEase Silver Yoga Mat,Fitness,HomeEase,Silver,"HomeEase Silver Yoga Mat designed for non slip surface, stretching, and easy to carry. Ideal for customers looking for reliable quality, comfort, and everyday performance.",71.15,220,4.3,123,"non slip surface, stretching, easy to carry"
1047,MaxCore Red Yoga Mat,Fitness,MaxCore,Red,"MaxCore Red Yoga Mat designed for pilates, non slip surface, and home workouts. Ideal for customers looking for reliable quality, comfort, and everyday performance.",17.66,157,4.2,1294,"pilates, non slip surface, home workouts"
1048,MaxCore Grey Yoga Mat,Fitness,MaxCore,Grey,"MaxCore Grey Yoga Mat designed for easy to carry, home workouts, and pilates. Ideal for customers looking for reliable quality, comfort, and everyday performance.",49.7,186,4.2,2139,"easy to carry, home workouts, pilates"
1049,DailyGo White Protein Powder,Fitness,DailyGo,White,"DailyGo White Protein Powder designed for whey protein, fitness training, and post workout. Ideal for customers looking for reliable quality, comfort, and everyday performance.",152.43,240,4.0,1295,"whey protein, fitness training, post workout"
1050,StyleNest Brown Protein Powder,Fitness,StyleNest,Brown,"StyleNest Brown Protein Powder designed for muscle recovery, post workout, and fitness training. Ideal for customers looking for reliable quality, comfort, and everyday performance.",60.28,183,3.9,531,"muscle recovery, post workout, fitness training"
1051,DailyGo Blue Protein Powder,Fitness,DailyGo,Blue,"DailyGo Blue Protein Powder designed for fitness training, chocolate flavor, and whey protein. Ideal for customers looking for reliable quality, comfort, and everyday performance.",103.1,82,4.1,11,"fitness training, chocolate flavor, whey protein"
1052,DailyGo Beige Dumbbell Set,Fitness,DailyGo,Beige,"DailyGo Beige Dumbbell Set designed for strength training, durable grip, and adjustable weight. Ideal for customers looking for reliable quality, comfort, and everyday performance.",101.79,87,4.2,1821,"strength training, durable grip, adjustable weight"
1053,TechHive White Dumbbell Set,Fitness,TechHive,White,"TechHive White Dumbbell Set designed for home gym, strength training, and adjustable weight. Ideal for customers looking for reliable quality, comfort, and everyday performance.",54.0,174,4.4,1382,"home gym, strength training, adjustable weight"
1054,StyleNest Grey Dumbbell Set,Fitness,StyleNest,Grey,"StyleNest Grey Dumbbell Set designed for durable grip, home gym, and strength training. Ideal for customers looking for reliable quality, comfort, and everyday performance.",131.37,42,3.5,1012,"durable grip, home gym, strength training"
1055,DailyGo Beige Resistance Bands,Fitness,DailyGo,Beige,"DailyGo Beige Resistance Bands designed for stretch training, rehab workouts, and home exercise. Ideal for customers looking for reliable quality, comfort, and everyday performance.",40.78,183,4.1,1646,"stretch training, rehab workouts, home exercise"
1056,NovaMart White Resistance Bands,Fitness,NovaMart,White,"NovaMart White Resistance Bands designed for strength building, portable fitness, and home exercise. Ideal for customers looking for reliable quality, comfort, and everyday performance.",127.21,61,3.8,2131,"strength building, portable fitness, home exercise"
1057,FitPro White Resistance Bands,Fitness,FitPro,White,"FitPro White Resistance Bands designed for rehab workouts, home exercise, and stretch training. Ideal for customers looking for reliable quality, comfort, and everyday performance.",79.56,210,4.2,2185,"rehab workouts, home exercise, stretch training"
1058,MaxCore Silver Treadmill,Fitness,MaxCore,Silver,"MaxCore Silver Treadmill designed for speed control, home running, and cardio workout. Ideal for customers looking for reliable quality, comfort, and everyday performance.",943.11,119,4.8,1954,"speed control, home running, cardio workout"
1059,StyleNest Silver Treadmill,Fitness,StyleNest,Silver,"StyleNest Silver Treadmill designed for foldable design, home running, and fitness tracking. Ideal for customers looking for reliable quality, comfort, and everyday performance.",542.55,117,3.6,1180,"foldable design, home running, fitness tracking"
1060,HomeEase Silver Treadmill,Fitness,HomeEase,Silver,"HomeEase Silver Treadmill designed for cardio workout, speed control, and foldable design. Ideal for customers looking for reliable quality, comfort, and everyday performance.",489.5,103,4.5,886,"cardio workout, speed control, foldable design"
1061,HomeEase Silver Travel Backpack,Bags,HomeEase,Silver,"HomeEase Silver Travel Backpack designed for daily commute, waterproof, and college use. Ideal for customers looking for reliable quality, comfort, and everyday performance.",80.96,20,3.8,1730,"daily commute, waterproof, college use"
1062,DailyGo Navy Travel Backpack,Bags,DailyGo,Navy,"DailyGo Navy Travel Backpack designed for daily commute, large capacity, and laptop compartment. Ideal for customers looking for reliable quality, comfort, and everyday performance.",12.87,95,3.9,1607,"daily commute, large capacity, laptop compartment"
1063,FitPro Red Travel Backpack,Bags,FitPro,Red,"FitPro Red Travel Backpack designed for large capacity, daily commute, and waterproof. Ideal for customers looking for reliable quality, comfort, and everyday performance.",76.5,12,4.1,1666,"large capacity, daily commute, waterproof"
1064,MaxCore Silver Laptop Bag,Bags,MaxCore,Silver,"MaxCore Silver Laptop Bag designed for padded laptop sleeve, organized pockets, and lightweight. Ideal for customers looking for reliable quality, comfort, and everyday performance.",15.99,105,4.4,121,"padded laptop sleeve, organized pockets, lightweight"
1065,PrimeCart Blue Laptop Bag,Bags,PrimeCart,Blue,"PrimeCart Blue Laptop Bag designed for professional design, lightweight, and office commute. Ideal for customers looking for reliable quality, comfort, and everyday performance.",19.44,102,4.0,1872,"professional design, lightweight, office commute"
1066,StyleNest Brown Laptop Bag,Bags,StyleNest,Brown,"StyleNest Brown Laptop Bag designed for padded laptop sleeve, professional design, and lightweight. Ideal for customers looking for reliable quality, comfort, and everyday performance.",49.34,25,4.2,2219,"padded laptop sleeve, professional design, lightweight"
1067,UrbanEdge Black Gym Bag,Bags,UrbanEdge,Black,"UrbanEdge Black Gym Bag designed for shoulder strap, sports training, and shoe compartment. Ideal for customers looking for reliable quality, comfort, and everyday performance.",123.63,248,3.9,93,"shoulder strap, sports training, shoe compartment"
1068,TechHive Navy Gym Bag,Bags,TechHive,Navy,"TechHive Navy Gym Bag designed for water resistant, shoulder strap, and shoe compartment. Ideal for customers looking for reliable quality, comfort, and everyday performance.",111.08,149,4.9,1914,"water resistant, shoulder strap, shoe compartment"
1069,MaxCore Beige Gym Bag,Bags,MaxCore,Beige,"MaxCore Beige Gym Bag designed for water resistant, shoe compartment, and shoulder strap. Ideal for customers looking for reliable quality, comfort, and everyday performance.",154.63,188,3.7,680,"water resistant, shoe compartment, shoulder strap"
1070,NovaMart Red School Backpack,Bags,NovaMart,Red,"NovaMart Red School Backpack designed for book storage, student bag, and comfortable straps. Ideal for customers looking for reliable quality, comfort, and everyday performance.",97.22,237,4.9,1634,"book storage, student bag, comfortable straps"
1071,FitPro White School Backpack,Bags,FitPro,White,"FitPro White School Backpack designed for student bag, durable material, and book storage. Ideal for customers looking for reliable quality, comfort, and everyday performance.",115.18,82,4.8,2469,"student bag, durable material, book storage"
1072,EcoWear Brown School Backpack,Bags,EcoWear,Brown,"EcoWear Brown School Backpack designed for student bag, daily classes, and book storage. Ideal for customers looking for reliable quality, comfort, and everyday performance.",109.91,22,4.3,1407,"student bag, daily classes, book storage"
1073,UrbanEdge Brown Tote Bag,Bags,UrbanEdge,Brown,"UrbanEdge Brown Tote Bag designed for lightweight carry, daily essentials, and casual shopping. Ideal for customers looking for reliable quality, comfort, and everyday performance.",154.2,167,4.8,1893,"lightweight carry, daily essentials, casual shopping"
1074,EcoWear Red Tote Bag,Bags,EcoWear,Red,"EcoWear Red Tote Bag designed for daily essentials, canvas material, and minimal design. Ideal for customers looking for reliable quality, comfort, and everyday performance.",103.16,240,4.3,1990,"daily essentials, canvas material, minimal design"
1075,MaxCore Red Tote Bag,Bags,MaxCore,Red,"MaxCore Red Tote Bag designed for minimal design, daily essentials, and casual shopping. Ideal for customers looking for reliable quality, comfort, and everyday performance.",59.7,67,4.7,364,"minimal design, daily essentials, casual shopping"
1076,PrimeCart Beige Air Fryer,Home,PrimeCart,Beige,"PrimeCart Beige Air Fryer designed for healthy meals, digital controls, and quick snacks. Ideal for customers looking for reliable quality, comfort, and everyday performance.",102.33,102,4.0,2034,"healthy meals, digital controls, quick snacks"
1077,FitPro Green Air Fryer,Home,FitPro,Green,"FitPro Green Air Fryer designed for healthy meals, oil free cooking, and easy cleaning. Ideal for customers looking for reliable quality, comfort, and everyday performance.",130.08,92,3.9,2451,"healthy meals, oil free cooking, easy cleaning"
1078,FitPro White Air Fryer,Home,FitPro,White,"FitPro White Air Fryer designed for quick snacks, easy cleaning, and digital controls. Ideal for customers looking for reliable quality, comfort, and everyday performance.",47.72,109,4.2,994,"quick snacks, easy cleaning, digital controls"
1079,NovaMart White Coffee Maker,Home,NovaMart,White,"NovaMart White Coffee Maker designed for glass carafe, compact kitchen, and morning routine. Ideal for customers looking for reliable quality, comfort, and everyday performance.",55.55,108,4.5,1264,"glass carafe, compact kitchen, morning routine"
1080,EcoWear Silver Coffee Maker,Home,EcoWear,Silver,"EcoWear Silver Coffee Maker designed for auto shutoff, compact kitchen, and morning routine. Ideal for customers looking for reliable quality, comfort, and everyday performance.",62.88,195,4.3,1451,"auto shutoff, compact kitchen, morning routine"
1081,StyleNest Grey Coffee Maker,Home,StyleNest,Grey,"StyleNest Grey Coffee Maker designed for morning routine, glass carafe, and brew coffee. Ideal for customers looking for reliable quality, comfort, and everyday performance.",29.86,54,4.0,2204,"morning routine, glass carafe, brew coffee"
1082,PrimeCart Red Desk Lamp,Home,PrimeCart,Red,"PrimeCart Red Desk Lamp designed for LED light, study table, and eye comfort. Ideal for customers looking for reliable quality, comfort, and everyday performance.",119.24,199,4.3,1169,"LED light, study table, eye comfort"
1083,FitPro Green Desk Lamp,Home,FitPro,Green,"FitPro Green Desk Lamp designed for adjustable brightness, LED light, and eye comfort. Ideal for customers looking for reliable quality, comfort, and everyday performance.",38.56,8,4.6,528,"adjustable brightness, LED light, eye comfort"
1084,EcoWear Red Desk Lamp,Home,EcoWear,Red,"EcoWear Red Desk Lamp designed for LED light, modern design, and adjustable brightness. Ideal for customers looking for reliable quality, comfort, and everyday performance.",115.22,37,4.5,2020,"LED light, modern design, adjustable brightness"
1085,StyleNest Navy Office Chair,Home,StyleNest,Navy,"StyleNest Navy Office Chair designed for adjustable height, lumbar support, and ergonomic support. Ideal for customers looking for reliable quality, comfort, and everyday performance.",82.85,92,3.8,220,"adjustable height, lumbar support, ergonomic support"
1086,UrbanEdge Brown Office Chair,Home,UrbanEdge,Brown,"UrbanEdge Brown Office Chair designed for work from home, comfortable seating, and adjustable height. Ideal for customers looking for reliable quality, comfort, and everyday performance.",84.78,152,4.4,229,"work from home, comfortable seating, adjustable height"
1087,StyleNest White Office Chair,Home,StyleNest,White,"StyleNest White Office Chair designed for comfortable seating, work from home, and adjustable height. Ideal for customers looking for reliable quality, comfort, and everyday performance.",159.1,35,4.3,1714,"comfortable seating, work from home, adjustable height"
1088,DailyGo Navy Bedsheet Set,Home,DailyGo,Navy,"DailyGo Navy Bedsheet Set designed for comfortable sleep, soft cotton, and easy wash. Ideal for customers looking for reliable quality, comfort, and everyday performance.",146.46,81,4.8,1766,"comfortable sleep, soft cotton, easy wash"
1089,UrbanEdge Grey Bedsheet Set,Home,UrbanEdge,Grey,"UrbanEdge Grey Bedsheet Set designed for queen size, easy wash, and comfortable sleep. Ideal for customers looking for reliable quality, comfort, and everyday performance.",104.58,72,4.5,653,"queen size, easy wash, comfortable sleep"
1090,UrbanEdge Blue Bedsheet Set,Home,UrbanEdge,Blue,"UrbanEdge Blue Bedsheet Set designed for comfortable sleep, soft cotton, and breathable fabric. Ideal for customers looking for reliable quality, comfort, and everyday performance.",12.4,120,4.5,1934,"comfortable sleep, soft cotton, breathable fabric"
1091,StyleNest Red Face Moisturizer,Beauty,StyleNest,Red,"StyleNest Red Face Moisturizer designed for daily skincare, dry skin, and non greasy. Ideal for customers looking for reliable quality, comfort, and everyday performance.",116.04,121,3.6,966,"daily skincare, dry skin, non greasy"
1092,UrbanEdge Silver Face Moisturizer,Beauty,UrbanEdge,Silver,"UrbanEdge Silver Face Moisturizer designed for hydrating cream, soft finish, and non greasy. Ideal for customers looking for reliable quality, comfort, and everyday performance.",45.27,43,4.9,592,"hydrating cream, soft finish, non greasy"
1093,StyleNest Beige Face Moisturizer,Beauty,StyleNest,Beige,"StyleNest Beige Face Moisturizer designed for hydrating cream, non greasy, and daily skincare. Ideal for customers looking for reliable quality, comfort, and everyday performance.",122.85,150,4.9,1808,"hydrating cream, non greasy, daily skincare"
1094,StyleNest Brown Sunscreen Lotion,Beauty,StyleNest,Brown,"StyleNest Brown Sunscreen Lotion designed for SPF protection, daily wear, and outdoor use. Ideal for customers looking for reliable quality, comfort, and everyday performance.",151.52,133,4.3,1803,"SPF protection, daily wear, outdoor use"
1095,HomeEase Beige Sunscreen Lotion,Beauty,HomeEase,Beige,"HomeEase Beige Sunscreen Lotion designed for daily wear, SPF protection, and UV protection. Ideal for customers looking for reliable quality, comfort, and everyday performance.",49.05,28,3.8,2366,"daily wear, SPF protection, UV protection"
1096,StyleNest Beige Sunscreen Lotion,Beauty,StyleNest,Beige,"StyleNest Beige Sunscreen Lotion designed for lightweight formula, UV protection, and SPF protection. Ideal for customers looking for reliable quality, comfort, and everyday performance.",17.95,198,3.8,2135,"lightweight formula, UV protection, SPF protection"
1097,MaxCore Brown Hair Dryer,Beauty,MaxCore,Brown,"MaxCore Brown Hair Dryer designed for heat settings, compact design, and salon style. Ideal for customers looking for reliable quality, comfort, and everyday performance.",105.95,130,5.0,1935,"heat settings, compact design, salon style"
1098,HomeEase White Hair Dryer,Beauty,HomeEase,White,"HomeEase White Hair Dryer designed for heat settings, compact design, and frizz control. Ideal for customers looking for reliable quality, comfort, and everyday performance.",138.94,89,4.1,2039,"heat settings, compact design, frizz control"
1099,NovaMart Navy Hair Dryer,Beauty,NovaMart,Navy,"NovaMart Navy Hair Dryer designed for frizz control, fast drying, and heat settings. Ideal for customers looking for reliable quality, comfort, and everyday performance.",25.03,69,4.0,1665,"frizz control, fast drying, heat settings"
1100,EcoWear Navy Makeup Kit,Beauty,EcoWear,Navy,"EcoWear Navy Makeup Kit designed for color palette, beginner friendly, and all in one. Ideal for customers looking for reliable quality, comfort, and everyday performance.",73.16,53,4.3,2051,"color palette, beginner friendly, all in one"
1101,StyleNest Silver Makeup Kit,Beauty,StyleNest,Silver,"StyleNest Silver Makeup Kit designed for beginner friendly, all in one, and daily makeup. Ideal for customers looking for reliable quality, comfort, and everyday performance.",31.39,78,4.2,1995,"beginner friendly, all in one, daily makeup"
1102,MaxCore Grey Makeup Kit,Beauty,MaxCore,Grey,"MaxCore Grey Makeup Kit designed for color palette, beginner friendly, and all in one. Ideal for customers looking for reliable quality, comfort, and everyday performance.",117.05,84,4.3,2272,"color palette, beginner friendly, all in one"
1103,UrbanEdge Navy Beard Trimmer,Beauty,UrbanEdge,Navy,"UrbanEdge Navy Beard Trimmer designed for adjustable length, cordless use, and rechargeable. Ideal for customers looking for reliable quality, comfort, and everyday performance.",152.16,170,4.7,2051,"adjustable length, cordless use, rechargeable"
1104,PrimeCart Navy Beard Trimmer,Beauty,PrimeCart,Navy,"PrimeCart Navy Beard Trimmer designed for cordless use, rechargeable, and precision trimming. Ideal for customers looking for reliable quality, comfort, and everyday performance.",48.07,146,3.7,790,"cordless use, rechargeable, precision trimming"
1105,StyleNest Brown Beard Trimmer,Beauty,StyleNest,Brown,"StyleNest Brown Beard Trimmer designed for adjustable length, cordless use, and men grooming. Ideal for customers looking for reliable quality, comfort, and everyday performance.",62.3,206,4.3,20,"adjustable length, cordless use, men grooming"
