product_id,name,category,brand,color,description,price,rating,review_count,source,product_url,image_url,availability,delivery_estimate,tags,search_text
18,HP Pavilion Student Laptop,electronics,HP,Silver,Lightweight laptop for students office work online classes browsing presentations and everyday productivity.,701.28,3.9,2489,Walmart,https://example.com/walmart/product-18,https://example.com/images/product-18.jpg,Out of Stock,5-7 days,student laptop office productivity lightweight,HP Pavilion Student Laptop electronics HP Silver Lightweight laptop for students office work online classes browsing presentations and everyday productivity. Walmart student laptop office productivity lightweight
19,HP Pavilion Student Laptop,electronics,HP,Gray,Lightweight laptop for students office work online classes browsing presentations and everyday productivity.,641.67,4.6,49,Target,https://example.com/target/product-19,https://example.com/images/product-19.jpg,Out of Stock,2 days,student laptop office productivity lightweight,HP Pavilion Student Laptop electronics HP Gray Lightweight laptop for students office work online classes browsing presentations and everyday productivity. Target student laptop office productivity lightweight
20,HP Pavilion Student Laptop,electronics,HP,Silver,Lightweight laptop for students office work online classes browsing presentations and everyday productivity.,619.26,4.8,2564,Amazon,https://example.com/amazon/product-20,https://example.com/images/product-20.jpg,Limited Stock,Same day,student laptop office productivity lightweight,HP Pavilion Student Laptop electronics HP Silver Lightweight laptop for students office work online classes browsing presentations and everyday productivity. Amazon student laptop office productivity lightweight
21,Dell Inspiron 15 Laptop,electronics,Dell,Silver,Reliable 15 inch laptop for college assignments business work streaming and multitasking.,699.29,4.9,1075,Best Buy,https://example.com/best-buy/product-21,https://example.com/images/product-21.jpg,Limited Stock,3-5 days,college laptop business multitasking 15 inch,Dell Inspiron 15 Laptop electronics Dell Silver Reliable 15 inch laptop for college assignments business work streaming and multitasking. Best Buy college laptop business multitasking 15 inch
22,Dell Inspiron 15 Laptop,electronics,Dell,Silver,Reliable 15 inch laptop for college assignments business work streaming and multitasking.,613.34,4.8,3511,eBay,https://example.com/ebay/product-22,https://example.com/images/product-22.jpg,Limited Stock,5-7 days,college laptop business multitasking 15 inch,Dell Inspiron 15 Laptop electronics Dell Silver Reliable 15 inch laptop for college assignments business work streaming and multitasking. eBay college laptop business multitasking 15 inch
23,Dell Inspiron 15 Laptop,electronics,Dell,Black,Reliable 15 inch laptop for college assignments business work streaming and multitasking.,683.21,4.2,3104,Walmart,https://example.com/walmart/product-23,https://example.com/images/product-23.jpg,In Stock,5-7 days,college laptop business multitasking 15 inch,Dell Inspiron 15 Laptop electronics Dell Black Reliable 15 inch laptop for college assignments business work streaming and multitasking. Walmart college laptop business multitasking 15 inch
24,Dell Inspiron 15 Laptop,electronics,Dell,Silver,Reliable 15 inch laptop for college assignments business work streaming and multitasking.,590.87,4.0,2814,Amazon,https://example.com/amazon/product-24,https://example.com/images/product-24.jpg,In Stock,5-7 days,college laptop business multitasking 15 inch,Dell Inspiron 15 Laptop electronics Dell Silver Reliable 15 inch laptop for college assignments business work streaming and multitasking. Amazon college laptop business multitasking 15 inch
25,Lenovo IdeaPad Slim Laptop,electronics,Lenovo,Gray,Slim portable laptop with long battery life for students remote work and presentations.,682.5,4.8,2751,Amazon,https://example.com/amazon/product-25,https://example.com/images/product-25.jpg,In Stock,5-7 days,portable laptop student remote work battery,Lenovo IdeaPad Slim Laptop electronics Lenovo Gray Slim portable laptop with long battery life for students remote work and presentations. Amazon portable laptop student remote work battery
26,Lenovo IdeaPad Slim Laptop,electronics,Lenovo,Blue,Slim portable laptop with long battery life for students remote work and presentations.,691.18,4.3,1128,Best Buy,https://example.com/best-buy/product-26,https://example.com/images/product-26.jpg,Out of Stock,5-7 days,portable laptop student remote work battery,Lenovo IdeaPad Slim Laptop electronics Lenovo Blue Slim portable laptop with long battery life for students remote work and presentations. Best Buy portable laptop student remote work battery
27,Lenovo IdeaPad Slim Laptop,electronics,Lenovo,Gray,Slim portable laptop with long battery life for students remote work and presentations.,684.96,4.3,3379,Target,https://example.com/target/product-27,https://example.com/images/product-27.jpg,Limited Stock,Same day,portable laptop student remote work battery,Lenovo IdeaPad Slim Laptop electronics Lenovo Gray Slim portable laptop with long battery life for students remote work and presentations. Target portable laptop student remote work battery
28,Lenovo IdeaPad Slim Laptop,electronics,Lenovo,Gray,Slim portable laptop with long battery life for students remote work and presentations.,757.84,4.2,3412,Walmart,https://example.com/walmart/product-28,https://example.com/images/product-28.jpg,In Stock,Same day,portable laptop student remote work battery,Lenovo IdeaPad Slim Laptop electronics Lenovo Gray Slim portable laptop with long battery life for students remote work and presentations. Walmart portable laptop student remote work battery
29,Apple MacBook Air M2,electronics,Apple,Space Gray,Thin and powerful laptop for students creators coding data analysis browsing and long battery life.,961.42,4.7,2081,eBay,https://example.com/ebay/product-29,https://example.com/images/product-29.jpg,Limited Stock,1-2 days,macbook student coding data analysis lightweight,Apple MacBook Air M2 electronics Apple Space Gray Thin and powerful laptop for students creators coding data analysis browsing and long battery life. eBay macbook student coding data analysis lightweight
30,Apple MacBook Air M2,electronics,Apple,Silver,Thin and powerful laptop for students creators coding data analysis browsing and long battery life.,987.66,4.3,2326,Target,https://example.com/target/product-30,https://example.com/images/product-30.jpg,In Stock,1-2 days,macbook student coding data analysis lightweight,Apple MacBook Air M2 electronics Apple Silver Thin and powerful laptop for students creators coding data analysis browsing and long battery life. Target macbook student coding data analysis lightweight
31,ASUS TUF Gaming Laptop,electronics,ASUS,Gray,High performance gaming laptop with dedicated graphics for gaming video editing and heavy workloads.,1223.8,4.8,1981,Best Buy,https://example.com/best-buy/product-31,https://example.com/images/product-31.jpg,Limited Stock,3-5 days,gaming laptop gpu video editing performance,ASUS TUF Gaming Laptop electronics ASUS Gray High performance gaming laptop with dedicated graphics for gaming video editing and heavy workloads. Best Buy gaming laptop gpu video editing performance
32,ASUS TUF Gaming Laptop,electronics,ASUS,Black,High performance gaming laptop with dedicated graphics for gaming video editing and heavy workloads.,1095.07,4.8,525,eBay,https://example.com/ebay/product-32,https://example.com/images/product-32.jpg,Limited Stock,3-5 days,gaming laptop gpu video editing performance,ASUS TUF Gaming Laptop electronics ASUS Black High performance gaming laptop with dedicated graphics for gaming video editing and heavy workloads. eBay gaming laptop gpu video editing performance
33,ASUS TUF Gaming Laptop,electronics,ASUS,Gray,High performance gaming laptop with dedicated graphics for gaming video editing and heavy workloads.,1228.11,4.1,3772,Walmart,https://example.com/walmart/product-33,https://example.com/images/product-33.jpg,In Stock,3-5 days,gaming laptop gpu video editing performance,ASUS TUF Gaming Laptop electronics ASUS Gray High performance gaming laptop with dedicated graphics for gaming video editing and heavy workloads. Walmart gaming laptop gpu video editing performance
34,Sony WH-1000XM Wireless Headphones,electronics,Sony,Black,Premium wireless headphones with active noise cancellation long battery life and clear sound for travel and study.,279.67,3.9,544,Amazon,https://example.com/amazon/product-34,https://example.com/images/product-34.jpg,In Stock,Same day,noise cancelling headphones wireless travel study,Sony WH-1000XM Wireless Headphones electronics Sony Black Premium wireless headphones with active noise cancellation long battery life and clear sound for travel and study. Amazon noise cancelling headphones wireless travel study
35,Sony WH-1000XM Wireless Headphones,electronics,Sony,Black,Premium wireless headphones with active noise cancellation long battery life and clear sound for travel and study.,306.05,4.4,1334,Walmart,https://example.com/walmart/product-35,https://example.com/images/product-35.jpg,In Stock,5-7 days,noise cancelling headphones wireless travel study,Sony WH-1000XM Wireless Headphones electronics Sony Black Premium wireless headphones with active noise cancellation long battery life and clear sound for travel and study. Walmart noise cancelling headphones wireless travel study
36,JBL Tune Bluetooth Headphones,electronics,JBL,Blue,Affordable bluetooth headphones with strong bass lightweight design and long battery life.,83.35,4.1,1027,Best Buy,https://example.com/best-buy/product-36,https://example.com/images/product-36.jpg,Out of Stock,1-2 days,bluetooth headphones bass battery affordable,JBL Tune Bluetooth Headphones electronics JBL Blue Affordable bluetooth headphones with strong bass lightweight design and long battery life. Best Buy bluetooth headphones bass battery affordable
37,JBL Tune Bluetooth Headphones,electronics,JBL,Blue,Affordable bluetooth headphones with strong bass lightweight design and long battery life.,81.8,4.5,3479,eBay,https://example.com/ebay/product-37,https://example.com/images/product-37.jpg,Out of Stock,5-7 days,bluetooth headphones bass battery affordable,JBL Tune Bluetooth Headphones electronics JBL Blue Affordable bluetooth headphones with strong bass lightweight design and long battery life. eBay bluetooth headphones bass battery affordable
38,Apple AirPods Pro,electronics,Apple,White,Wireless earbuds with active noise cancellation transparency mode and compact charging case.,215.57,4.2,2502,Target,https://example.com/target/product-38,https://example.com/images/product-38.jpg,In Stock,2 days,airpods earbuds noise cancellation wireless,Apple AirPods Pro electronics Apple White Wireless earbuds with active noise cancellation transparency mode and compact charging case. Target airpods earbuds noise cancellation wireless
39,Apple AirPods Pro,electronics,Apple,White,Wireless earbuds with active noise cancellation transparency mode and compact charging case.,202.91,4.5,864,Best Buy,https://example.com/best-buy/product-39,https://example.com/images/product-39.jpg,In Stock,5-7 days,airpods earbuds noise cancellation wireless,Apple AirPods Pro electronics Apple White Wireless earbuds with active noise cancellation transparency mode and compact charging case. Best Buy airpods earbuds noise cancellation wireless
40,Apple AirPods Pro,electronics,Apple,White,Wireless earbuds with active noise cancellation transparency mode and compact charging case.,230.31,3.9,2904,Amazon,https://example.com/amazon/product-40,https://example.com/images/product-40.jpg,In Stock,1-2 days,airpods earbuds noise cancellation wireless,Apple AirPods Pro electronics Apple White Wireless earbuds with active noise cancellation transparency mode and compact charging case. Amazon airpods earbuds noise cancellation wireless
41,Samsung Galaxy Buds,electronics,Samsung,Purple,Compact wireless earbuds with balanced sound comfortable fit and water resistance for workouts.,136.34,4.5,109,Amazon,https://example.com/amazon/product-41,https://example.com/images/product-41.jpg,Out of Stock,2 days,wireless earbuds workout water resistant,Samsung Galaxy Buds electronics Samsung Purple Compact wireless earbuds with balanced sound comfortable fit and water resistance for workouts. Amazon wireless earbuds workout water resistant
42,Samsung Galaxy Buds,electronics,Samsung,Purple,Compact wireless earbuds with balanced sound comfortable fit and water resistance for workouts.,117.62,4.8,2211,Target,https://example.com/target/product-42,https://example.com/images/product-42.jpg,In Stock,Same day,wireless earbuds workout water resistant,Samsung Galaxy Buds electronics Samsung Purple Compact wireless earbuds with balanced sound comfortable fit and water resistance for workouts. Target wireless earbuds workout water resistant
43,Samsung Galaxy Buds,electronics,Samsung,Purple,Compact wireless earbuds with balanced sound comfortable fit and water resistance for workouts.,131.65,4.1,1770,Walmart,https://example.com/walmart/product-43,https://example.com/images/product-43.jpg,In Stock,1-2 days,wireless earbuds workout water resistant,Samsung Galaxy Buds electronics Samsung Purple Compact wireless earbuds with balanced sound comfortable fit and water resistance for workouts. Walmart wireless earbuds workout water resistant
44,Cotton Crew Neck T-Shirt,clothing,Hanes,Black,Soft cotton crew neck t-shirt for casual wear layering gym use and everyday comfort.,16.45,4.7,801,Target,https://example.com/target/product-44,https://example.com/images/product-44.jpg,In Stock,2 days,cotton t shirt casual everyday comfort,Cotton Crew Neck T-Shirt clothing Hanes Black Soft cotton crew neck t-shirt for casual wear layering gym use and everyday comfort. Target cotton t shirt casual everyday comfort
45,Cotton Crew Neck T-Shirt,clothing,Hanes,Red,Soft cotton crew neck t-shirt for casual wear layering gym use and everyday comfort.,13.2,4.6,2190,eBay,https://example.com/ebay/product-45,https://example.com/images/product-45.jpg,Limited Stock,3-5 days,cotton t shirt casual everyday comfort,Cotton Crew Neck T-Shirt clothing Hanes Red Soft cotton crew neck t-shirt for casual wear layering gym use and everyday comfort. eBay cotton t shirt casual everyday comfort
46,Cotton Crew Neck T-Shirt,clothing,Hanes,Red,Soft cotton crew neck t-shirt for casual wear layering gym use and everyday comfort.,15.73,4.4,961,Walmart,https://example.com/walmart/product-46,https://example.com/images/product-46.jpg,In Stock,1-2 days,cotton t shirt casual everyday comfort,Cotton Crew Neck T-Shirt clothing Hanes Red Soft cotton crew neck t-shirt for casual wear layering gym use and everyday comfort. Walmart cotton t shirt casual everyday comfort
47,Cotton Crew Neck T-Shirt,clothing,Hanes,Black,Soft cotton crew neck t-shirt for casual wear layering gym use and everyday comfort.,13.32,4.2,1258,Amazon,https://example.com/amazon/product-47,https://example.com/images/product-47.jpg,In Stock,1-2 days,cotton t shirt casual everyday comfort,Cotton Crew Neck T-Shirt clothing Hanes Black Soft cotton crew neck t-shirt for casual wear layering gym use and everyday comfort. Amazon cotton t shirt casual everyday comfort
48,Slim Fit Formal Shirt,clothing,Van Heusen,Gray,Wrinkle resistant formal shirt for office interviews meetings and business casual outfits.,32.56,4.1,887,Target,https://example.com/target/product-48,https://example.com/images/product-48.jpg,In Stock,5-7 days,formal shirt office interview wrinkle resistant,Slim Fit Formal Shirt clothing Van Heusen Gray Wrinkle resistant formal shirt for office interviews meetings and business casual outfits. Target formal shirt office interview wrinkle resistant
49,Slim Fit Formal Shirt,clothing,Van Heusen,Gray,Wrinkle resistant formal shirt for office interviews meetings and business casual outfits.,38.97,4.6,1984,Amazon,https://example.com/amazon/product-49,https://example.com/images/product-49.jpg,Limited Stock,1-2 days,formal shirt office interview wrinkle resistant,Slim Fit Formal Shirt clothing Van Heusen Gray Wrinkle resistant formal shirt for office interviews meetings and business casual outfits. Amazon formal shirt office interview wrinkle resistant
50,Slim Fit Formal Shirt,clothing,Van Heusen,Black,Wrinkle resistant formal shirt for office interviews meetings and business casual outfits.,31.0,4.6,2766,Walmart,https://example.com/walmart/product-50,https://example.com/images/product-50.jpg,In Stock,1-2 days,formal shirt office interview wrinkle resistant,Slim Fit Formal Shirt clothing Van Heusen Black Wrinkle resistant formal shirt for office interviews meetings and business casual outfits. Walmart formal shirt office interview wrinkle resistant
51,Water Resistant Winter Jacket,clothing,Columbia,Gray,Warm insulated jacket with water resistant shell for cold weather hiking travel and outdoor use.,141.6,4.7,1867,Amazon,https://example.com/amazon/product-51,https://example.com/images/product-51.jpg,Limited Stock,3-5 days,winter jacket warm water resistant hiking travel,Water Resistant Winter Jacket clothing Columbia Gray Warm insulated jacket with water resistant shell for cold weather hiking travel and outdoor use. Amazon winter jacket warm water resistant hiking travel
52,Water Resistant Winter Jacket,clothing,Columbia,Navy,Warm insulated jacket with water resistant shell for cold weather hiking travel and outdoor use.,123.91,4.7,1909,Walmart,https://example.com/walmart/product-52,https://example.com/images/product-52.jpg,Limited Stock,Same day,winter jacket warm water resistant hiking travel,Water Resistant Winter Jacket clothing Columbia Navy Warm insulated jacket with water resistant shell for cold weather hiking travel and outdoor use. Walmart winter jacket warm water resistant hiking travel
53,Lightweight Hoodie,clothing,Champion,Black,Comfortable fleece hoodie for casual wear gym warmups college and relaxed weekends.,44.47,4.1,3319,Target,https://example.com/target/product-53,https://example.com/images/product-53.jpg,Out of Stock,2 days,hoodie fleece casual gym college,Lightweight Hoodie clothing Champion Black Comfortable fleece hoodie for casual wear gym warmups college and relaxed weekends. Target hoodie fleece casual gym college
54,Lightweight Hoodie,clothing,Champion,Black,Comfortable fleece hoodie for casual wear gym warmups college and relaxed weekends.,36.3,4.9,1507,Walmart,https://example.com/walmart/product-54,https://example.com/images/product-54.jpg,Out of Stock,2 days,hoodie fleece casual gym college,Lightweight Hoodie clothing Champion Black Comfortable fleece hoodie for casual wear gym warmups college and relaxed weekends. Walmart hoodie fleece casual gym college
55,Lightweight Hoodie,clothing,Champion,Black,Comfortable fleece hoodie for casual wear gym warmups college and relaxed weekends.,36.23,4.3,2614,Amazon,https://example.com/amazon/product-55,https://example.com/images/product-55.jpg,In Stock,5-7 days,hoodie fleece casual gym college,Lightweight Hoodie clothing Champion Black Comfortable fleece hoodie for casual wear gym warmups college and relaxed weekends. Amazon hoodie fleece casual gym college
56,Yoga Mat Non Slip,fitness,Gaiam,Purple,Non slip yoga mat with extra cushioning for stretching pilates home workouts and floor exercises.,31.49,3.8,1659,Walmart,https://example.com/walmart/product-56,https://example.com/images/product-56.jpg,In Stock,3-5 days,yoga mat non slip exercise stretching pilates,Yoga Mat Non Slip fitness Gaiam Purple Non slip yoga mat with extra cushioning for stretching pilates home workouts and floor exercises. Walmart yoga mat non slip exercise stretching pilates
57,Yoga Mat Non Slip,fitness,Gaiam,Black,Non slip yoga mat with extra cushioning for stretching pilates home workouts and floor exercises.,33.22,4.8,2616,eBay,https://example.com/ebay/product-57,https://example.com/images/product-57.jpg,In Stock,2 days,yoga mat non slip exercise stretching pilates,Yoga Mat Non Slip fitness Gaiam Black Non slip yoga mat with extra cushioning for stretching pilates home workouts and floor exercises. eBay yoga mat non slip exercise stretching pilates
58,Yoga Mat Non Slip,fitness,Gaiam,Blue,Non slip yoga mat with extra cushioning for stretching pilates home workouts and floor exercises.,31.19,4.2,2467,Amazon,https://example.com/amazon/product-58,https://example.com/images/product-58.jpg,Out of Stock,1-2 days,yoga mat non slip exercise stretching pilates,Yoga Mat Non Slip fitness Gaiam Blue Non slip yoga mat with extra cushioning for stretching pilates home workouts and floor exercises. Amazon yoga mat non slip exercise stretching pilates
59,Adjustable Dumbbell Set,fitness,Bowflex,Black,Adjustable dumbbells for strength training home gym workouts muscle building and compact storage.,256.92,4.1,48,eBay,https://example.com/ebay/product-59,https://example.com/images/product-59.jpg,In Stock,2 days,dumbbells strength training home gym adjustable,Adjustable Dumbbell Set fitness Bowflex Black Adjustable dumbbells for strength training home gym workouts muscle building and compact storage. eBay dumbbells strength training home gym adjustable
60,Adjustable Dumbbell Set,fitness,Bowflex,Gray,Adjustable dumbbells for strength training home gym workouts muscle building and compact storage.,245.78,4.4,2684,Target,https://example.com/target/product-60,https://example.com/images/product-60.jpg,In Stock,3-5 days,dumbbells strength training home gym adjustable,Adjustable Dumbbell Set fitness Bowflex Gray Adjustable dumbbells for strength training home gym workouts muscle building and compact storage. Target dumbbells strength training home gym adjustable
61,Adjustable Dumbbell Set,fitness,Bowflex,Gray,Adjustable dumbbells for strength training home gym workouts muscle building and compact storage.,260.53,4.4,1435,Amazon,https://example.com/amazon/product-61,https://example.com/images/product-61.jpg,In Stock,2 days,dumbbells strength training home gym adjustable,Adjustable Dumbbell Set fitness Bowflex Gray Adjustable dumbbells for strength training home gym workouts muscle building and compact storage. Amazon dumbbells strength training home gym adjustable
62,Whey Protein Powder,fitness,Optimum Nutrition,Chocolate,Whey protein powder for muscle recovery post workout nutrition and fitness training.,42.94,4.7,1252,Walmart,https://example.com/walmart/product-62,https://example.com/images/product-62.jpg,In Stock,Same day,protein powder muscle recovery fitness whey,Whey Protein Powder fitness Optimum Nutrition Chocolate Whey protein powder for muscle recovery post workout nutrition and fitness training. Walmart protein powder muscle recovery fitness whey
63,Whey Protein Powder,fitness,Optimum Nutrition,Strawberry,Whey protein powder for muscle recovery post workout nutrition and fitness training.,50.22,4.5,641,Target,https://example.com/target/product-63,https://example.com/images/product-63.jpg,In Stock,3-5 days,protein powder muscle recovery fitness whey,Whey Protein Powder fitness Optimum Nutrition Strawberry Whey protein powder for muscle recovery post workout nutrition and fitness training. Target protein powder muscle recovery fitness whey
64,Fitness Tracker Watch,fitness,Fitbit,Pink,Fitness watch with heart rate monitoring sleep tracking activity goals and smartphone notifications.,140.77,4.5,90,Amazon,https://example.com/amazon/product-64,https://example.com/images/product-64.jpg,In Stock,3-5 days,fitness tracker watch heart rate sleep activity,Fitness Tracker Watch fitness Fitbit Pink Fitness watch with heart rate monitoring sleep tracking activity goals and smartphone notifications. Amazon fitness tracker watch heart rate sleep activity
65,Fitness Tracker Watch,fitness,Fitbit,Pink,Fitness watch with heart rate monitoring sleep tracking activity goals and smartphone notifications.,138.32,4.9,3850,Target,https://example.com/target/product-65,https://example.com/images/product-65.jpg,In Stock,5-7 days,fitness tracker watch heart rate sleep activity,Fitness Tracker Watch fitness Fitbit Pink Fitness watch with heart rate monitoring sleep tracking activity goals and smartphone notifications. Target fitness tracker watch heart rate sleep activity
66,Fitness Tracker Watch,fitness,Fitbit,Blue,Fitness watch with heart rate monitoring sleep tracking activity goals and smartphone notifications.,165.02,3.9,1137,eBay,https://example.com/ebay/product-66,https://example.com/images/product-66.jpg,In Stock,5-7 days,fitness tracker watch heart rate sleep activity,Fitness Tracker Watch fitness Fitbit Blue Fitness watch with heart rate monitoring sleep tracking activity goals and smartphone notifications. eBay fitness tracker watch heart rate sleep activity
67,Fitness Tracker Watch,fitness,Fitbit,Gray,Fitness watch with heart rate monitoring sleep tracking activity goals and smartphone notifications.,166.19,4.8,4180,Walmart,https://example.com/walmart/product-67,https://example.com/images/product-67.jpg,In Stock,5-7 days,fitness tracker watch heart rate sleep activity,Fitness Tracker Watch fitness Fitbit Gray Fitness watch with heart rate monitoring sleep tracking activity goals and smartphone notifications. Walmart fitness tracker watch heart rate sleep activity
